name,Subject_1,Subject_2,Subject_3,Author,Publisher,First Published ,Cluster Label,Category,id
Computer-mediated briefing for architects,,,,"Alexander Koutamanis (Delft University of Technology, The Netherlands)","Engineering Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,194
"Confluence of AI, machine, and deep learning in cyber forensics",,,,"Sanjay Misra (Covenant University, Nigeria), Chamundeswari Arumugam (SSN College of Engineering, India), Suresh Jaganathan (SSN College of Engineering, India), Saraswathi S. (SSN College of Engineering, India)","IGI Global, Publisher of Timely Knowledge",2021,10,Engineering/Technology,195
Conserving and Managing Historical Urban Landscape,,,," Xiaoxi Li, Ye Zhang",Springer Nature Singapore Springer,2022,1,Miscellaneous,196
Contemporary applications of mobile computing in healthcare settings,,,,"R. Rajkumar (VIT University, India)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,197
Contemporary approaches and strategies for applied logistics,,,,"Lincoln C. Wood (University of Otago, New Zealand)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,198
Contemporary ethical issues in engineering,,,,"Satya Sundar Sethy (Indian Institute of Technology Madras, India)","Engineering Science Reference, an imprint of IGI Global",2015,0,Engineering/Technology,199
Contemporary knowledge and systems science,,,,"W.B. Lee (Hong Kong Polytechnic University, China), Farzad Sabetzadeh (Hong Kong Polytechnic University, China)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,200
"Contemporary politics, communication, and the impact on democracy",Political communication,democracy,,"Dolors Palau-Sampio, Guillermo López García, Laura Iannelli [eds]","Information Science Reference, an imprint of IGI Global",2022,15,Miscellaneous,201
Content generation through narrative communication and simulation,,,,"Takashi Ogata (Iwate Prefectural University, Japan), Shin Asakawa (Tokyo Woman's Christian University, Japan)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,202
"Convergence of broadband, broadcast, and cellular network technologies",,,,"Ramona Trestian (Middlesex University, UK), Gabriel-Miro Muntean (Dublin City University, Ireland)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,203
CRC handbook of chemistry and physics,Chemistry,tabel,,-in chief: David R. Lide,CRC Press,1998,1,Miscellaneous,204
"Creating personal, social, and urban awareness through pervasive computing",Ubiquitous Computing,social network,Data-Profiling,"Bin Guo (Northwestern Polytechnical University, China), Daniele Riboni (University of Milano, Italy), Peizhao Hu (NICTA, Australia)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,205
Creating teacher immediacy in online learning environments,,,,"Steven D'Agustino (Fordham University, USA)","Information Science Reference, an imprint of IGI Global",2016,5,Environment,206
Creative technologies for multidisciplinary applications,,,,"Andy M. Connor (Auckland University of Technology, New Zealand), Stefan Marks (Auckland University of Technology, New Zealand)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,207
Critical approaches to information retrieval research,Information Retrieval,,,"Muhammad Sarfraz Kuwait University, Kuwait",IGI Global,2020,1,Miscellaneous,208
"Critical concepts, standards, and techniques in cyber forensics",,,,"Mohammad Shahid Husain, Mohammad Zunnun Khan",IGI Global,2020,1,Miscellaneous,209
Critical developments and applications of swarm intelligence,,,,"Yuhui Shi (Southern University of Science and Technology, China)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,210
Critical examinations of distance education transformation across disciplines,,,,"Abigail G. Scheg (Elizabeth City State University, USA)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,211
Critical Planning and Design,,,, Camilla Perrone,Springer International Publishing Springer,2022,1,Miscellaneous,212
Critical theory and transformative learning,,,,"Victor C.X. Wang (Grand Canyon University, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,213
Cross-cultural analysis,Cultural comparison,Cultural analysis,Method," Eldad Davidov, Peter Schmidt, Jaak Billiet, and Bart Meuleman","Routledge, Taylor & Francis Group",2018,1,Miscellaneous,214
Crowdfunding for sustainable entrepreneurship and innovation,,,,"Walter Vassallo (MC Shareable, Monaco)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,215
Cultural influences on architecture,architecture,Cultural,Company,"Gülşah Koç (Yıldız Technical University, Turkey), Marie-Therese Claes (Louvain School of Management, Belgium), Bryan Christiansen (PryMarke, LLC, USA)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,216
Cultural urban heritage,,,,"Mladen Obad Šćitaroci, Bojana Bojanić Obad Šćitaroci, Ana Mrđa (editors)",Springer,2019,1,Miscellaneous,217
Current and prospective applications of virtual reality in higher education,,,,"Dong Hwa Choi (Park University, USA), Amber Dailey-Hebert (Park University, USA), Judi Simmons Estes (Park University, USA)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,218
Current Challenges in Architecture and Urbanism in Albania,,,," Anna Yunitsyna, Artan Hysa, Edmond Manahasa, Fabio Naselli, Odeta Durmishi Manahasa, Sokol Dervishi",Springer International Publishing Springer,2021,1,Miscellaneous,219
Curriculum development for gifted education programs,,,,"Jessica Cannaday (Azusa Pacific University, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,220
Curriculum internationalization and the future of education,,,,"Semire Dikli (Georgia Gwinnett College, USA), Brian Etheridge (Georgia Gwinnett College, USA), Richard Rawls (Georgia Gwinnett College, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,221
Data analytics and AI,Artificial intelligence,Data analysis,," Jay Liebowitz, distinguished Chair of Applied Business and Finance, Harrisburg University of Science and Technology","CRC Press, Taylor & Francis Group",2021,1,Miscellaneous,222
Data book,,,,Internal Revenue Service,,1863,1,Miscellaneous,223
Data envelopment analysis and effective performance assessment,Data Envelopment Analysis,Efficiency analysis,,"Farhad Hossein Zadeh Lotfi (Islamic Azad University, Iran), Seyed Esmaeil Najafi (Islamic Azad University, Iran) Hamed Nozari (Islamic Azad University, Iran)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,224
Data infrastructure management,Computer architecture,,,Greg Schulz,CRC Press,2019,1,Miscellaneous,225
Data mining,,,, Ciza Thomas,IntechOpen,2022,1,Miscellaneous,226
Data science and simulation in transportation research,,,,"Davy Janssens (Hasselt University, Belgium), Ansar-Ul-Haque Yasar (Hasselt University, Belgium), Luk Knapen (Hasselt University, Belgium)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,227
Dealing with stress in a modern work environment,World of work,coping with stress,,"Julia A. M. Reif, Erika Spieß, Katharina F. Pfaffinger",Springer,2021,5,Environment,228
Design and investment of high voltage nanodielectrics,,,,"Ahmed Thabet Mohamed (Aswan University, Egypt & Qassim University, Saudi Arabia)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,229
Design and modeling of low power VLSI systems,,,,"Manoj Sharma (BVC, India), Ruchi Gautam (MyResearch Labs, Gr Noida, India), Mohammad Ayoub Khan (Sharda University, India)","Engineering Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,230
Design and optimization of mechanical engineering products,,,,"K. Kumar (Birla Institute of Technology, India), J. Paulo Davim (University of Aveiro, Portugal)","IGI Global, Disseminator of Knowledge",2018,0,Engineering/Technology,231
Design for Vulnerable Communities,,,," Emanuele Giorgi, Tiziano Cattaneo, Alfredo Mauricio Flores Herrera, Virginia del Socorro Aceves Tarango",Springer International Publishing Springer,2022,1,Miscellaneous,232
Design solutions and innovations in temporary structures,,,,"Robert Beale (independent researcher, UK), João André (Portuguese National Laboratory for Civil Engineering, Portugal)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,233
Design solutions for improving website quality and effectiveness,,,,"G. Sreedhar (Rashtriya Sanskrit Vidyapeetha (Deemed University), India)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,234
Design strategies and innovations in multimedia presentations,,,,"Shalin Hai-Jew (Kansas State University, USA)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,235
Destination B2,First Certificate in English,English class,,Malcolm Mann ; Steve Taylore-Knowles,Hueber Macmillian,2006,1,Miscellaneous,236
Detecting and mitigating robotic cyber security risks,robot,Computer security,,"Raghavendra Kumar (LNCT Group of College, India), Prasant Kumar Pattnaik (KIIT University, India), Priyanka Pandey (LNCT Group of College, India)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,237
Developing and applying optoelectronics in machine vision,,,,"Oleg Sergiyenko (Autonomous University of Baja California, Mexico), Julio C. Rodriguez-Quiñonez (Autonomous University of Baja California, Mexico)","IGI Global, Disseminator of Knowledge",2017,10,Engineering/Technology,238
Developing creative economy through disruptive leadership,,,,Kristin Joyce Tardif,IGI Global,2020,13,Miscellaneous,239
Developing effective communication skills in archaeology,archeology,Communication,,"Enrico Proietti, Ministry for Cultural Heritage and Activities and for Tourism, Italy",IGI Global,2020,1,Miscellaneous,240
Developing effective educational experiences through learning analytics,,,,"Mark Anderson (Edge Hill University, UK), Collette Gavan (Edge Hill University, UK)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,241
Developing organizational maturity for effective project management,,,,"Gilbert Silvius (LOI University of Applied Sciences, The Netherlands & University of Johannesburg, South Africa), Gamze Karayaz (Isik University, Turkey)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,242
Diasporas and transnational entrepreneurship in global contexts,,,,"Sanya Ojo (University of East London, UK)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,243
Digital compositing for film and video,Film,Special effect,Digital technology,Steve Wright,"Routledge, Taylor & Francis Group",2018,1,Miscellaneous,244
Digital Design Techniques and Exercises,,,, Vaibbhav Taraate,Springer Singapore Springer,2022,1,Miscellaneous,245
Digital entrepreneurship and global innovation,Entrepreneurship,Technical innovation,,"Ioan Hosu (Babeș-Bolyai University, Romania), Ioana Iancu (Babeș-Bolyai University, Romania)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,246
Digital Manufacturing,Digital factory,Industry 4.0,Production, Christoph Haag & Torsten Niechoj,Metropolis-Verlag,2016,1,Miscellaneous,247
Digital solutions and the case for Africa's sustainable development,,,,"Albert Ong'uti Maake (University of Lay Adventist of Kigali, Rwanda), Benard Magara Maake (Kisii University, Kenya), Fredrick Mzee Awuor (Kisii University, Kenya)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,248
Direct to TOEFL ® iBT,TOEFL,,,Lin Lougheed,Macmillan Edu.,2011,1,Miscellaneous,249
Disability and equity in higher education accessibility,,,,"Henry C. Alphin, Jr. (Drexel University, USA), Jennie Lavine (University of Hull, UK), Roy Y. Chan (Indiana University, USA)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,250
Diverse contemporary issues facing business management education,,,,"Mohammad Ayub Khan (Tecnológico de Monterrey, Mexico), Diana Bank (Universidad de las Américas Puebla (UDLAP), Mexico), Edet E. Okon (University of Uyo, Nigera), Ghassan Al-Qaimari (University of Modern Sciences, UAE), Silvia Lizett Olivares Olivares (Tecnologico de Monterrey, Mexico), Salvador Trevino-Martinez (Tecnologico de Monterrey, Mexico)","Business Science Reference, an imprint of IGI Global",2015,2,Business,251
DNA methylation mechanism,,,," Metin Budak, co-editor Mustafa Yildiz",IntechOpen,2023,1,Miscellaneous,252
Documentary editing,Documentary,Edit,Video editing,Jacob Bricca,Routledge,2018,1,Miscellaneous,253
Doing business in India,,,," Dennis D. Wahler, DBA",CreateSpace Independent Publishing Platform,2015,2,Business,254
Dramatic notes,,,,,Bogue,1879,1,Miscellaneous,255
Driving agribusiness with technology innovations,,,,"Theodore Tarnanidis (University of Macedonia, Greece), Maro Vlachopoulou (University of Macedonia, Greece), Jason Papathanasiou (University of Macedonia, Greece)","IGI Global, Disseminator of Knowledge",2017,18,Engineering/Technology,256
Driving green consumerism through strategic sustainability marketing,,,,"Farzana Quoquab (Universiti Teknologi Malaysia, Malaysia), Ramayah Thurasamy (Universiti Sains Malaysia, Malaysia), Jihad Mohammad (Universiti Teknologi Malaysia, Malaysia)","IGI Global, Disseminator of Knowledge",2018,7,Marketing,257
"Economic modeling, analysis, and policy for sustainability",,,,"Anandajit Goswami (The Energy and Resources Institute (TERI), India), Arabinda Mishra (ICIMOD, Nepal)","Business Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,258
Economic reforms for global competitiveness,,,,"Denis Ushakov (International College Suan Sunandha Rajabhat University, Thailand & Russian Academy of National Economy and Public Administration–South, Russia)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,259
Ecosystem-Based Disaster and Climate Resilience,,,," Mahua Mukherjee, Rajib Shaw",Springer Singapore Springer,2021,1,Miscellaneous,260
Ecotourism and conservation in the Americas,America,Ecotourism,," Amanda Stronza, William H. Durham",CABI Pub.,2008,1,Miscellaneous,261
Ecotourism in Scandinavia,,,,Stefan Go ssling and Johan Hultman,CABI,2006,1,Miscellaneous,262
Education review,,,,,[s.n.],1992,1,Miscellaneous,263
Educational development and infrastructure for immigrants and refugees,,,,"Şefika Şule Erçetin (Lancaster University, UK & Hacettepe University, Turkey)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,264
Effective meetings,conference,Technical language,English,Jeremy Comfort,Oxford Univ. Press,1996,1,Miscellaneous,265
Effective meetings,conference,Technical language,English,Jeremy Comfort,Oxford Univ. Press,1996,1,Miscellaneous,266
Effective methods for software engineering,Software Engineering,,,Boyd L. Summers,CRC Press,2020,0,Engineering/Technology,267
Effective solutions to pollution mitigation for public welfare,,,,"Ahmet Ozan Gezerman (Yildiz Technical University, Turkey), Burcu Didem Corbacioglu (Yildiz Technical University, Turkey), Bhola R. Gurjar (Indian Institute of Technology Roorkee, India)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,268
Effective standardization management in corporate settings,,,,"Kai Jakobs (RWTH Aachen University, Germany)","Business Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,269
Effective techniques for managing trigeminal neuralgia,,,,"Steven Chang (Stanford University, USA), Allen Ho (Stanford University, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,270
Effective writing,English,Text production,English class,Jean Withrow,Cambridge Univ. Press,2005,1,Miscellaneous,271
EHT transmission performance evaluation,,,,"K. Srinivas (Transmission Corporation of Andhra Pradesh Limited, India), R.V.S. Satyanarayana (Sri Venkateswara University College of Engineering, India)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,272
Electrical engineering,Electrical engineering,professional school,Data collection,"prepared and revised  teachers in vocational colleges and engineers from the production industry, authors: Häberle, Gregor [und 6 weitere]","Verlag Europa-Lehrmittel Nourney, Vollmer GmbH & Co. KG",2015,0,Engineering/Technology,273
Electrical engineering textbook,Electrical calls,Specialist,,"Authors: Bumiller, Horst [und 12 weitere]",Verlag Europa-Lehrmittel,2017,0,Engineering/Technology,274
Electromagnetic compatibility for space systems design,,,,"Christos D. Nikolopoulos (National Technical University of Athens, Greece)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,275
Elements of Synthesis Planning,Organic synthesis,Syntheseplanung,,R.W. Hoffmann,Springer,2009,1,Miscellaneous,276
Emergent research on polymeric and composite materials,,,,"R. Somashekar (University of Mysore, India), Thejas Urs G. (University of Mysore, India)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,277
Emerging design solutions in structural health monitoring systems,,,,"Diego Alexander Tibaduiza Burgos (Universidad Santo Tomás, Colombia), Luis Eduardo Mujica (Universitat Politecnica de Catalunya, Spain), Jose Rodellar (Universitat Politecnica de Catalunya, Spain)","Engineering Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,278
Emerging developments and practices in oncology,,,,"Issam El Naqa (University of Michigan, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,279
Emerging innovations in microwave and antenna engineering,,,,"Jamal Zbitou, Ahmed Errkik",IGI Global,2019,0,Engineering/Technology,280
Emerging innovations in wireless networks and broadband technologies,,,,"Naveen Chilamkurti (La Trobe University, Australia)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,281
Emerging nanotechnology applications in electrical engineering,,,,"Ahmed Thabet Mohamed (Aswan University, Egypt)","IGI Global, Publisher of Timely Knowledge",2021,0,Engineering/Technology,282
Emerging perspectives on the mobile content evolution,,,,"Juan Miguel Aguado (University of Murcia, Spain), Claudio Feijóo (Technical University of Madrid, Spain & Tongji University, China), Inmaculada J. Martínez (University of Murcia, Spain)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,283
Emerging research on bioinspired materials engineering,,,,"Mohamed Bououdina (University of Bahrain, Bahrain)","Engineering Science Reference, an imprint of IGI Global",2016,0,Engineering/Technology,284
Emerging research on networked multimedia communication systems,,,,"Dimitris Kanellopoulos (University of Patras, Greece)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,285
Emerging research on swarm intelligence and algorithm optimization,,,,"Yuhui Shi (Xi'an Jiaotong-Liverpool University, China)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,286
Emerging theory and practice in neuroprosthetics,,,,"Ganesh R. Naik (University of Technology Sydney (UTS), Australia), Yina Guo (Taiyuan University of Science and Technology, China)","Medical Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,287
Emerging Topics in Modeling Interval-Censored Survival Data,,,," Jianguo Sun, Ding-Geng Chen",Springer International Publishing Springer,2022,1,Miscellaneous,288
Empirical research on semiotics and visual rhetoric,Semiotic,visual communication,,"Marcel Danesi (University of Toronto, Canada)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,289
Employment protection legislation in emerging economies,,,,"Samir Amine (Universite du Quebec en Outaouais, Canada)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,290
"Energetic materials research, applications, and new technologies",,,,"Rene Francisco Boschi Goncalves (Federal University of Para, Brazil), José Atilio Fritz Fidel Rocco (Aeronautics Institute of Technology, Brazil), Koshun Iha (Aeronautics Institute of Technology, Brazil)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,291
Energy English,,,,,Heinle,2010,4,English,292
Energy English,,,,,Heinle,2010,4,English,293
Energy-efficient underwater wireless communications and networking,,,,"Nitin Goyal (Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India), Luxmi Sapra (Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India), Jasminder Kaur Sandhu (Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,294
Engineering 1,,,,Lewis Lansford. with add. material  Peter Astley,Oxford Univ. Press,2013,1,Miscellaneous,295
Engineering 1,,,,Peter Astley and Lewis Lansford,Oxford Univ. Press,2013,1,Miscellaneous,296
Engineering creative design in robotics and mechatronics,,,,"Maki K. Habib (The American University in Cairo, Egypt), J. Paulo Davim (University of Aveiro, Portugal)","Engineering Science Reference, an imprint of IGI Global",2013,1,Miscellaneous,297
Engineering-medicine,Medical technology,,,"editors: Lawrence S. Chan (Department of Dermatology, University of Illinois College of Medicine, Chicago, IL, USA), William C. Tang (Department of Biomedical Engineering, University of California, Irvine, Irvine, CA, USA)","CRC Press, Taylor & Francis Group",2019,1,Miscellaneous,298
English 365,English,Business language,,Bob Dignen ; Steve Flinders ; Simon Sweeney,Cambridge Univ. Press,2004,4,English,299
English 365,English,Business language,,Bob Dignen ; Steve Flinders ; Simon Sweeney,Cambridge Univ. Press,2004,4,English,300
English 365,English,Business language,,Bob Dignen ; Steve Flinders ; Simon Sweeney,Cambridge Univ. Press,2004,4,English,301
English 365,English,Business language,,Bob Dignen ; Steve Flinders ; Simon Sweeney,Cambridge Univ. Press,2005,4,English,302
English 365,English,Business language,,Bob Dignen ; Steve Flinders ; Simon Sweeney,Cambridge Univ. Press,2005,4,English,303
English 365,English,Business language,,Bob Dignen ; Steve Flinders ; Simon Sweeney,Cambridge Univ. Press,2005,4,English,304
English 365,English,Business language,,Bob Dignen ; Steve Flinders ; Simon Sweeney,Cambridge Univ. Press,2007,4,English,305
English 365,English,Business language,,Bob Dignen ; Steve Flinders ; Simon Sweeney,Cambridge Univ. Press,2007,4,English,306
English 365,English,Business language,,Bob Dignen ; Steve Flinders ; Simon Sweeney,Cambridge Univ. Press,2008,4,English,307
English for academic purposes,English,,,Kathy Cox ; David Hill,Pearson Longman,2006,4,English,308
English for academic purposes,English,,,Kathy Cox ; David Hill,Pearson Longman,2006,4,English,309
English for academic study: listening,,,,Colin Campbell and Jonathan Smith ; Colin Campbell and Jonathan Smith,Garnet Education,2009,4,English,310
English for academic study: reading & writing,,,,"John Slaght, Paddy Harben, and Anne Pallant ; John Slaght, Paddy Harben, and Anne Pallant",Garnet Education,2009,4,English,311
English for academic study: speaking & pronunciation,,,,"Joan McCormack, Sebastian Watkins, Jonathan Smith, and Annette Margolis ; Joan McCormack, Sebastian Watkins, Jonathan Smith, and Annette Margolis",Garnet Education,2014,4,English,312
English for Business Life,,,,Ian Badger ...,Langenscheidt Marshall Cavendish Education,2005,12,English,313
English for Business Life,,,,Ian Badger ...,Langenscheidt Marshall Cavendish Education,2009,12,English,314
English for business studies,English,Business language,,Ian MacKenzie,Cambridge Univ. Press Klett-Sprachen,2002,9,English,315
English for business studies in higher education studies,English,Business language,,Carolyn Walker with Paul Harvey ; 132 S.,Garnet Publ.,2008,9,English,316
English for electrical engineering in higher education studies,English,Technical language,Electrical engineering,Roger H. C. Smith ; series editor: Terry Phillips,Garnet Education,2014,6,English,317
English for electrical engineering in higher education studies,English,Technical language,Electrical engineering,Roger H. C. Smith ; series editor: Terry Phillips,Garnet Education,2014,6,English,318
English for environmental science in higher education studies,,,,Richard Lee,Garnet,2009,16,English,319
English for health sciences,English,Health sciences,,Martin Milner,Thomson,2006,4,English,320
English for health sciences,English,Health sciences,,Martin Milner,Thomson,2007,4,English,321
English for international negotiations,English,Business language,negotiation,Drew Rodgers,Cambridge Univ. Press,2001,4,English,322
English for mechanical engineering B2,English,Technical language,mechanical engineering,M. Dunn [und drei weitere],Cornelsen,2011,6,English,323
English for medicine in higher education studies,,,,"Patrick Fitzgerald, Marie McCullagh and Ros Wright ; Patrick Fitzgerald, Marie McCullagh and Ros Wright",Garnet Education,2016,4,English,324
English for medicine in higher education studies,,,,"Patrick Fitzgerald, Marie McCullagh and Ros Wright ; Patrick Fitzgerald, Marie McCullagh and Ros Wright",Garnet Education,2016,4,English,325
English for nursing,English,Technical language,Nursing,Ros Wright and Bethany Cagnol,Pearson,2012,4,English,326
English for science and engineering,English,Technical language,Natural sciences,Ivor Williams,Hueber,2007,6,English,327
English for science and engineering,English,Technical language,Natural sciences,Ivor Williams,Hueber,2007,6,English,328
English for science and engineering,English,Technical language,Natural sciences,Ivor Williams,Hueber,2007,6,English,329
English for tourism and hospitality in higher education studies,English,tourism,,Hans Mol,Garnet,2008,4,English,330
English for tourism and hospitality in higher education studies,English,tourism,,Hans Mol,Garnet,2008,4,English,331
English pronunciation in use,English,pronunciation,,Mark Hancock,Cambridge Univ. Press,2003,4,English,332
Enhancing academic research with knowledge management principles,research,Knowledge management,improvement,"Dhananjay S. Deshpande, Narayan Bhosale, Rajesh Jagannathrao Londhe",IGI Global,2017,1,Miscellaneous,333
Enhancing competitive advantage with dynamic management and engineering,,,,"Carolina Machado (University of Minho, Portugal), J. Paulo Davim (University of Aveiro, Portugal)","IGI Global, Disseminator of Knowledge",2018,0,Engineering/Technology,334
Ensuring research integrity and the ethical management of data,research,Moral action,,"Cees Th. Smit Sibinga (University of Groningen, The Netherlands)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,335
Environmental impacts of ecotourism,Ecotourism,Ecological damage,, Ralf Buckley,CABI Pub.,2004,1,Miscellaneous,336
Environmental impacts on underground power distribution,,,,"Osama El-Sayed Gouda (Cairo University, Egypt)","Engineering Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,337
Environmental issues surrounding human overpopulation,overpopulation,Ecological damage,,"Rajeev Pratap Singh (Banaras Hindu University, India), Anita Singh (University of Allahabad, India), Vaibhav Srivastava (Banaras Hindu University, India)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,338
Environmental sustainability and climate change adaptation strategies,,,,"Wayne Ganpat (The University of the West Indies, Trinidad and Tobago), Wendy-Ann Isaac (The University of the West Indies, Trinidad and Tobago)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,339
Environmental Sustainability in Building Design and Construction,,,," Xiaoming Wang, Sayanthan Ramakrishnan",Springer International Publishing,2021,1,Miscellaneous,340
Essential oils,,,, Mozaniel Santana De Oliveira ; co-editor Eloisa Helena De Aguiar Andrade,IntechOpen,2023,1,Miscellaneous,341
Essential telephoning in English,English,Make a phone call,,Barbara Garside ; Tony Garside,Cambridge Univ. Press,2002,4,English,342
Essential telephoning in English,English,Make a phone call,,Barbara Garside ; Tony Garside,Cambridge Univ. Press,2002,4,English,343
Essential telephoning in English,English,Make a phone call,,Barbara Garside ; Tony Garside,Cambridge Univ. Press,2002,4,English,344
Ethical issues in social work practice,,,,"Antonio Sandu (Ștefan cel Mare University of Suceava, Romania), Ana Frunza (LUMEN Research Center in Social and Humanistic Sciences, Romania)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,345
Ethical research approaches to indigenous knowledge education,,,,"Ntokozo Mthembu (University of South Africa, South Africa)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,346
Ethical standards and practice in international relations,Business ethics,Moral action,External relationships,"F. Sigmund Topor (Keio University, Japan)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,347
Ethics of hospitality,hospitality,Social ethics,,Daniel Innerarity,Routledge,2017,1,Miscellaneous,348
Evaluating media richness in organizational learning,,,,"Albert Gyamfi (Aalborg University Copenhagen, Denmark), Idongesit Williams (Aalborg University Copenhagen, Denmark)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,349
Evolution and standardization of mobile communications technology,,,,"DongBack Seo (Hansung University, Republic of Korea)","Information Science Reference, an imprint of IGI Global",2013,1,Miscellaneous,350
Evolving multicultural education for global classrooms,,,,"Richard Keith Gordon (Seisa University, Japan & California State University, USA), Kawser Ahmed (University of Winnipeg, Canada & Conflict and Resilience Research Institute, Canada), Miwako Hosoda (Seisa University, Japan)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,351
Examining quantum algorithms for quantum image processing,,,,"HaiSheng Li (Guangxi Normal University, China)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,352
Experimental multimedia systems for interactivity and strategic innovation,,,,"Ioannis Deliyannis (Ionian University, Greece), Petros Kostagiolas (Ionian University, Greece), Christina Banou (Ionian University, Greece)","Information Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,353
Exploring innovative and successful applications of soft computing,,,,"Antonio D. Masegosa (Universidad de Granada, Spain), Pablo J. Villacorta (Universidad de Granada, Spain), Carlos Cruz-Corona (Universidad de Granada, Spain), M. Socorro García-Cascales (Universidad Politécnica de Cartagena, Spain), María T. Lamata (Universidad de Granada, Spain), José L. Verdegay (Universidad de Granada, Spain)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,354
Exploring multimodal composition and digital writing,,,,"Richard E. Ferdig (Research Center for Educational Technology - Kent State University, USA), Kristine E. Pytash (Kent State University, USA)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,355
Exploring transmedia journalism in the digital age,journalism,Intermediality,digitalization,"Renira Rampazzo Gambarato (National Research University Higher School of Economics, Russia), Geane C. Alzamora (Federal University of Minas Gerais, Brazil)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,356
Express your Genius,,,,"Herausgeber: Sedus Stoll AG, Redaktion & Text: Ernst Holzapfel, Sedus Stoll AG, Livia Baum & Jutta Werner, zukunftStil",Sedus Stoll AG,2018,1,Miscellaneous,357
Extracellular matrix,,,," Rama Sashank Madhurapantula ; co-editor Joseph Orgel, Zvi Lowey",IntechOpen,2023,1,Miscellaneous,358
